"Platform Client ID","Account Name","Created Date","Account Owner","CS Insight: CS Insights Name","CS Insight: Record Type","Feedback directed to"
"CL005507","High Ticket Consulting LLC","2/25/2025","Giuliana Fontes","CSI-0003592","Client Feedback","Pay Outs"
"CL004892","wave-labs.co","2/16/2024","Giuliana Fontes","CSI-0003594","Client Feedback","Product"
"CL002770","Scanntech","4/28/2022","Joaquin Rocchietti","CSI-0003595","Client Feedback","Financial Services"
"CL005553","squadralabs.com","4/21/2025","Automated Essentials","CSI-0003596","Client Feedback","Customer Success"
"CL002950","Websec","4/12/2022","Automated Essentials","CSI-0003610","Client Feedback","Operations B2B"
"CL004046","indautosoft","7/14/2022","Automated Essentials","CSI-0003612","Client Feedback","Product"
"CL005562","Fineco","4/29/2025","Automated Essentials","CSI-0003616","Client Feedback","Customer Success"
"CL002531","Probance","2/18/2022","Lucas Arenas","CSI-0003626","Client Feedback","EOR"
"CL000086","Think Place","10/14/2021","Giuliana Fontes","CSI-0003628","Client Feedback","Product"
"CL005202","nexxdiotc","4/4/2022","Karoll Cabrera","CSI-0003630","Client Feedback","Product"
"CL000518","Prueba - AB","7/24/2023","Diego Espinosa","CSI-0003637","Client Feedback","Compliance"
"CL000548","Innovit SpA","10/15/2021","Karoll Cabrera","CSI-0003635","Client Feedback","Operations B2B"
"CL003994","Alliance Enterprise","3/31/2022","Karoll Cabrera","CSI-0003639","Client Feedback","Product"
"CL004151","Partner in Publishing","1/25/2023","Giuliana Fontes","CSI-0003641","Client Feedback","Customer Success"
"CL004598","workmate.cl","9/7/2023","Automated Essentials","CSI-0003643","Client Feedback","Product"
"CL002866","Emonk","5/26/2022","Giuliana Fontes","CSI-0003645","Client Feedback","Customer Success"
"CL004792","Global Sports Rights Mgmt LLC (Fanatiz/1099 Sports)","8/12/2024","Samuel Jimenez","CSI-0003648","Client Feedback","Customer Success"
"CL004211","The Hire Talent","3/6/2023","Giuliana Fontes","CSI-0003651","Client Feedback","Sales"
"CL004211","The Hire Talent","3/6/2023","Giuliana Fontes","CSI-0003652","Client Feedback","Product"
"CL000062","Fanatiz Inc","11/9/2021","Samuel Jimenez","CSI-0003653","Client Feedback","Customer Success"
"CL005301","Yango","1/17/2023","Luis Miguel Alzate Valencia","CSI-0003654","Client Feedback","Operations B2B"
"CL005301","Yango","1/17/2023","Luis Miguel Alzate Valencia","CSI-0003655","Client Feedback","Customer Success"
"CL003559","Serban Group - Latam","7/21/2022","Automated Essentials","CSI-0003657","Client Feedback","Operations B2B"
"CL000518","Prueba - AB","7/24/2023","Diego Espinosa","CSI-0003658","Client Feedback","Compliance"
"CL004493","Toteat Restaurant Manager","6/16/2023","Karoll Cabrera","CSI-0003660","Client Feedback","Customer Success"
"CL002522","Migrante","4/22/2022","Automated Essentials","CSI-0003662","Client Feedback","Customer Success"
"CL004642","Cobra Studio io","9/7/2023","Karoll Cabrera","CSI-0003665","Client Feedback","Product"
"CL003822","Bhavish Labs Pte Ltd","10/19/2022","Karoll Cabrera","CSI-0003667","Client Feedback","Customer Success"
"CL005270","ZOETIC TECHNOLOGY","10/21/2024","Joaquin Rocchietti","CSI-0003669","Client Feedback","Product"
"CL002106","Aleph Ri","7/25/2022","Automated Essentials","CSI-0003671","Client Feedback","Product"
"CL005515","Mooco Studio","4/3/2025","Joaquin Rocchietti","CSI-0003673","Client Feedback","Customer Success"
"CL004049","Mazdi Design Innovation","6/17/2022","Karoll Cabrera","CSI-0003677","Client Feedback","Customer Success"
"CL001582","5B - Transacciones y Transferencias. S.A.","1/28/2022","Automated Essentials","CSI-0003679","Client Feedback","Customer Success"
"CL005308","LA CEIBA","10/28/2024","Karoll Cabrera","CSI-0003682","Client Feedback","Customer Success"
"CL003094","The Logistics World - B2B Latam - FLCR360 SA de CV","7/1/2022","Giuliana Fontes","CSI-0003683","Client Feedback","Customer Success"
"CL004867","SOCIUU","8/24/2022","Lucas Arenas","CSI-0003685","Client Feedback","EOR"
"CL004106","Data GIS S.A.","6/1/2022","Lucas Arenas","CSI-0003687","Client Feedback","Product"
"CL001664","Hosco","1/27/2022","Automated Essentials","CSI-0003690","Client Feedback","Customer Success"
"CL003041","ONIBEX","2/2/2022","Samuel Jimenez","CSI-0003693","Client Feedback","Customer Success"
"CL005508","EC ONLINE INNOVATION BUSINESS EXPERTS DE MEXICO","3/26/2025","Samuel Jimenez","CSI-0003695","Client Feedback","Customer Success"
"CL005597","Flannery Law","5/15/2025","Automated Essentials","CSI-0003698","Client Feedback","Customer Success"
"CL001479","Ubank App","1/18/2022","Automated Essentials","CSI-0003700","Client Feedback","Financial Services"
"CL005544","Ember Ops","4/17/2025","Automated Essentials","CSI-0003702","Client Feedback","Customer Success"
"CL001063","Squaads.","12/10/2021","Automated Essentials","CSI-0003704","Client Feedback","Financial Services"
"CL005563","baselabs.mx","4/28/2025","Automated Essentials","CSI-0003706","Client Feedback","Customer Success"
"CL000244","Cargo five","10/13/2021","Lucas Arenas","CSI-0003708","Client Feedback","Pay Outs"
"CL005160","Audaces.com","7/19/2024","Lucas Arenas","CSI-0003710","Client Feedback","EOR"
"CL004787","GenePlanet","9/6/2023","Lucas Arenas","CSI-0003712","Client Feedback","EOR"
"CL004402","Komet Sales LLC","3/21/2024","Karoll Cabrera","CSI-0003714","Client Feedback","Customer Success"
"CL004748","nutrico.io","10/17/2023","Karoll Cabrera","CSI-0003716","Client Feedback","Customer Success"
"CL004720","seek Global","7/26/2023","Joaquin Rocchietti","CSI-0003718","Client Feedback","Product"
"CL005417","Banco Pichincha 2","5/29/2025","Jose Pinto","CSI-0003720","Client Feedback","Customer Success"
"CL004710","fundo.com","5/18/2023","Lucas Arenas","CSI-0003722","Client Feedback","Product"
"CL003426","cloudpiles.com","7/29/2022","Automated Essentials","CSI-0003724","Client Feedback","Customer Success"
"CL004831","The Victory Games","1/26/2023","Karoll Cabrera","CSI-0003726","Client Feedback","Customer Success"
"CL005624","CODEABLE USA LLC","5/23/2025","Automated Essentials","CSI-0003727","Client Feedback","Product"
"CL005598","Lirmi.com","9/27/2021","Samuel Jimenez","CSI-0003728","Client Feedback","Product"
"CL005554","Next Level Agency","4/28/2025","Automated Essentials","CSI-0003729","Client Feedback","Product"
"CL005560","Reuse","12/9/2022","Automated Essentials","CSI-0003730","Client Feedback","Compliance"
"CL004407","SUMILAR SA","6/27/2023","Automated Essentials","CSI-0003732","Client Feedback","Customer Success"
"CL003054","Ultimate UW","5/26/2022","Joaquin Rocchietti","CSI-0003734","Client Feedback","Financial Services"
"CL005546","theactioneers.com","4/22/2025","Automated Essentials","CSI-0003735","Client Feedback","Customer Success"
"CL005599","WeAreContent","5/15/2024","Automated Essentials","CSI-0003736","Client Feedback","Customer Success"
"CL005594","energialemon.com","5/7/2025","Automated Essentials","CSI-0003737","Client Feedback","Customer Success"
"CL005549","Claudio Deschar","4/9/2025","Automated Essentials","CSI-0003738","Client Feedback","Product"
"CL005593","Creative Information Technologies","5/7/2025","Giuliana Fontes","CSI-0003739","Client Feedback","Sales"
"CL004315","Canaima Comunicacion","5/16/2023","Karoll Cabrera","CSI-0003741","Client Feedback","Customer Success"
"CL005596","CarConnect","4/4/2022","Jose Pinto","CSI-0003743","Client Feedback","Compliance"
"CL005568","Miinsys","1/30/2025","Lucas Arenas","CSI-0003744","Client Feedback","Tech"
"CL005610","Konvex","5/23/2025","Automated Essentials","CSI-0003745","Client Feedback","Sales"
"CL005611","Finerio","10/19/2021","Giuliana Fontes","CSI-0003746","Client Feedback","Customer Success"
"CL005605","Write.law","4/24/2025","Automated Essentials","CSI-0003747","Client Feedback","Customer Success"
"cl004312","Volanto - Rankmi","6/29/2023","Automated Essentials","CSI-0003749","Client Feedback","Operations B2B"
"CL005262","escala","10/15/2021","Joaquin Rocchietti","CSI-0003751","Client Feedback","Financial Services"
"CL005013","Tactic Systems","5/2/2023","Automated Essentials","CSI-0003755","Client Feedback","Pay Outs"
"CL005264","TAC","3/10/2022","Lucas Arenas","CSI-0003757","Client Feedback","EOR"
"CL004476","KEO World","10/4/2021","Joaquin Rocchietti","CSI-0003758","Client Feedback","Pay Outs"
"CL001838","Unow Solutions","2/17/2022","Alejandra Arroyo","CSI-0003760","Client Feedback","Customer Success"
"CL005211","Sing Comunicação de Resultados","8/27/2024","Giuliana Fontes","CSI-0003761","Client Feedback","Product"
"CL005467","Íkualo","2/6/2025","Karoll Cabrera","CSI-0003764","Client Feedback","Pay Ins"
"CL004989","Gisela Giardino","3/8/2022","Automated Essentials","CSI-0003766","Client Feedback","Pay Ins"
"CL005466","coralmuajes.com","2/13/2025","Alejandra Arroyo","CSI-0003768","Client Feedback","Customer Success"
"CL005434","Helpia","3/17/2023","Karoll Cabrera","CSI-0003773","Client Feedback","Operations B2B"
"CL004099","Reformam Network","1/11/2023","Joaquin Rocchietti","CSI-0003775","Client Feedback","Customer Success"
"CL003336","Carreras Grupo Logístico","2/15/2022","Joaquin Rocchietti","CSI-0003777","Client Feedback","Financial Services"
"CL005466","coralmuajes.com","2/13/2025","Alejandra Arroyo","CSI-0003782","Client Feedback","Customer Success"
"CL001424","Qaroni","12/16/2021","Karoll Cabrera","CSI-0003784","Client Feedback","Customer Success"
"CL005182","Quiroga Law Office, PLLC","1/26/2024","Laura Del Gordo","CSI-0003786","Client Feedback","Customer Success"
"CL004910","metarad.partners","2/14/2024","Karoll Cabrera","CSI-0003788","Client Feedback","Compliance"
"CL001600","Be Better Developers","12/26/2021","Karoll Cabrera","CSI-0003790","Client Feedback","Customer Success"
"CL005010","Grupo SEGA","4/22/2022","Lucas Arenas","CSI-0003795","Client Feedback","EOR"
"CL005051","Coldeplast","5/14/2024","Lucas Arenas","CSI-0003797","Client Feedback","EOR"
"CL004834","Microplast Colombia","1/10/2024","Lucas Arenas","CSI-0003799","Client Feedback","EOR"
"CL004062","NetServ","5/13/2022","Lucas Arenas","CSI-0003801","Client Feedback","EOR"
"CL001284","GoodMeal","1/4/2022","Karoll Cabrera","CSI-0003803","Client Feedback","Pay Outs"
"CL004578","Mekan Holding","8/21/2023","Karoll Cabrera","CSI-0003805","Client Feedback","Customer Success"
"CL000781","Ardor Learning","8/9/2021","Joaquin Rocchietti","CSI-0003809","Client Feedback","Pay Outs"
"CL004215","ARDOR LEARNING SPAIN 2018 SLU","3/30/2023","Joaquin Rocchietti","CSI-0003811","Client Feedback","Customer Success"
"CL004287","Licify","12/30/2021","Joaquin Rocchietti","CSI-0003813","Client Feedback","Customer Success"
"CL005255","FILADD USA LLC","9/25/2024","Alejandra Arroyo","CSI-0003816","Client Feedback","Customer Success"
"CL004901","Loris HR","2/6/2024","Joaquin Rocchietti","CSI-0003817","Client Feedback","Product"
"CL005416","Agents4Future","1/17/2025","Karoll Cabrera","CSI-0003818","Client Feedback","Product"
"CL004865","Tecla Coding Academy","5/4/2022","Karoll Cabrera","CSI-0003820","Client Feedback","Customer Success"
"CL005592","eztravel.mx","4/22/2022","Automated Essentials","CSI-0003821","Client Feedback","Product"
"CL004921","ACL Tecnología Chile - ACL SPA / Aplicaciones Computacionales SPA - ACL SPA","8/31/2022","Alejandra Arroyo","CSI-0003826","Client Feedback","Product"
"CL002556","Köm Agency","3/1/2022","Karoll Cabrera","CSI-0003828","Client Feedback","Customer Success"
"CL004763","Atom Unified LLC","12/22/2023","Alejandra Arroyo","CSI-0003830","Client Feedback","Customer Success"
"CL005333","Voiceflip","11/12/2024","Giuliana Fontes","CSI-0003832","Client Feedback","Customer Success"
"CL005338","EYWAMEDIA","8/26/2022","Giuliana Fontes","CSI-0004771","Client Feedback","Tech"
"CL004813","creai.mx","1/9/2024","Laura Del Gordo","CSI-0004774","Client Feedback","Finance"
"CL005388","Creai Panama","12/23/2024","Laura Del Gordo","CSI-0004776","Client Feedback","Finance"
"CL003928","Softgic","11/9/2022","Alejandra Arroyo","CSI-0004779","Client Feedback","Tech"
"CL000861","Reworth","11/2/2021","Giuliana Fontes","CSI-0004783","Client Feedback","Customer Success"
"CL005409","Ein-Sof-Star LLC","1/15/2025","Alejandra Arroyo","CSI-0004787","Client Feedback","Customer Success"
"CL004960","VASS CONSULTORIA","3/15/2024","Giuliana Fontes","CSI-0004789","Client Feedback","Product"
"CL004912","APPDEUNA S.A","3/13/2024","Jose Pinto","CSI-0004791","Client Feedback","Product"
"CL002030","Xertica Labs","1/16/2022","Jose Pinto","CSI-0004793","Client Feedback","Pay Outs"
"CL004593","Alcubo","9/21/2023","Jose Pinto","CSI-0004795","Client Feedback","Customer Success"
"CL004395","Net Model SA (Tribal)","1/19/2023","Jose Pinto","CSI-0004800","Client Feedback","Customer Success"
"CL004750","Numaris Mexico","11/22/2023","Joaquin Rocchietti","CSI-0004801","Client Feedback","Product"
"CL005473","LoVirtual LLC","3/13/2025","Jose Pinto","CSI-0004803","Client Feedback","Operations B2C"
"CL002047","Komax S.A.","3/7/2022","Giuliana Fontes","CSI-0005095","Client Feedback","Customer Success"
"CL004827","grupoaxo.com","1/22/2024","Automated Essentials","CSI-0005097","Client Feedback","Customer Success"
"CL005205","Gualda Experience LLC","9/6/2024","Giuliana Fontes","CSI-0005099","Client Feedback","Tech"
"CL003036","Nudos","2/21/2022","Joaquin Rocchietti","CSI-0006080","Client Feedback","Customer Success"
"CL004420","Nudos SAS","12/22/2023","Joaquin Rocchietti","CSI-0006082","Client Feedback","Customer Success"
"CL004891","iData Global Analytics","4/18/2022","Karoll Cabrera","CSI-0006084","Client Feedback","Customer Success"
"CL005224","Original Partners Global LLC","9/3/2024","Karoll Cabrera","CSI-0006086","Client Feedback","Customer Success"
"CL002897","Witi","5/24/2022","Giuliana Fontes","CSI-0006088","Client Feedback","Customer Success"
"CL002776","Lupa Recruiter","5/16/2022","Giuliana Fontes","CSI-0006090","Client Feedback","Customer Success"
"CL004938","Clara - New","1/18/2024","Joaquin Rocchietti","CSI-0006092","Client Feedback","Product"
"CL005027","Wenkol (Clara URU)","5/29/2024","Joaquin Rocchietti","CSI-0006094","Client Feedback","Product"
"CL001141","QUILSOFT","9/22/2021","Joaquin Rocchietti","CSI-0006096","Client Feedback","Customer Success"
"CL000937","Pervasive Mind","11/22/2021","Giuliana Fontes","CSI-0006098","Client Feedback","Product"
"CL005370","Property Management LLC","12/11/2024","Automated Essentials","CSI-0006100","Client Feedback","Product"
"CL002734","Cairex S.A. de C.V.","5/11/2022","Karoll Cabrera","CSI-0006102","Client Feedback","Customer Success"
"CL005135","Insidea.com","12/26/2023","Karoll Cabrera","CSI-0006104","Client Feedback","Customer Success"
"CL003376","My Strength Book Inc","8/9/2022","Giuliana Fontes","CSI-0006106","Client Feedback","Product"
"CL002571","Allied Worldwide","3/11/2022","Automated Essentials","CSI-0006108","Client Feedback","Customer Success"
"CL004187","Rvere","6/6/2022","Giuliana Fontes","CSI-0006110","Client Feedback","Customer Success"
"CL004522","NP Digital","8/2/2023","Karoll Cabrera","CSI-0006112","Client Feedback","Customer Success"
"CL005589","vivesmart","5/5/2025","Automated Essentials","CSI-0006133","Client Feedback","Customer Success"
"CL003809","CognosOnline Peru","11/10/2022","Giuliana Fontes","CSI-0006137","Client Feedback","Product"
"CL003480","Zoo Logic","8/12/2022","Giuliana Fontes","CSI-0006139","Client Feedback","Product"
"CL005574","glovendi.es","5/8/2025","Automated Essentials","CSI-0006140","Client Feedback","Customer Success"
"CL004537","Sharper Process","8/9/2023","Karoll Cabrera","CSI-0006142","Client Feedback","Customer Success"
"CL000010","Instaleap","10/15/2021","Jose Pinto","CSI-0006144","Client Feedback","Customer Success"
"CL003801","iVisa.com","8/1/2022","Alejandra Arroyo","CSI-0006147","Client Feedback","Customer Success"
"CL002920","Alternativas Inteligentes S.A.","6/1/2022","Automated Essentials","CSI-0006151","Client Feedback","Product"
"CL001948","US Momentum Holdings. LLC","3/11/2022","Alejandra Arroyo","CSI-0006153","Client Feedback","Customer Success"
"CL005209","Cableteque","6/4/2024","Lucas Arenas","CSI-0006159","Client Feedback","EOR"
"CL005318","HanoIT","10/8/2024","Lucas Arenas","CSI-0006161","Client Feedback","EOR"
"CL004703","ADS Live Media","12/6/2021","Lucas Arenas","CSI-0006165","Client Feedback","EOR"
"CL004944","Instaleap Europe S.L.","5/9/2024","Lucas Arenas","CSI-0006167","Client Feedback","EOR"
"CL004796","K50 Ventures","12/19/2023","Lucas Arenas","CSI-0006169","Client Feedback","EOR"
"CL004618","Cardif","8/30/2023","Lucas Arenas","CSI-0006171","Client Feedback","EOR"
"CL005495","1190 Sports Peru LLC","6/17/2025","Samuel Jimenez","CSI-0006173","Client Feedback","Customer Success"
"CL005274","ELEVATE PROS INC","10/8/2024","Alejandra Arroyo","CSI-0006175","Client Feedback","Customer Success"
"CL005622","BITSPORTS MEXICO SA DE CV","5/23/2025","Jose Pinto","CSI-0006180","Client Feedback","Compliance"
"CL001050","Uala","8/4/2021","Jose Pinto","CSI-0006181","Client Feedback","Operations B2C"
"CL005414","wild.","10/20/2022","Joaquin Rocchietti","CSI-0006183","Client Feedback","Customer Success"
"CL004943","ALGI","5/26/2022","Alejandra Arroyo","CSI-0006185","Client Feedback","Customer Success"
"CL005262","escala","10/15/2021","Joaquin Rocchietti","CSI-0006186","Client Feedback","Financial Services"
"CL003821","TagWizz-","3/27/2022","Giuliana Fontes","CSI-0006188","Client Feedback","Product"
"CL000805","Lilab","9/29/2021","Giuliana Fontes","CSI-0006190","Client Feedback","Customer Success"
"CL005127","Code Fabric","5/10/2022","Giuliana Fontes","CSI-0006192","Client Feedback","Product"
"CL004724","Auraste Etve","1/30/2024","Giuliana Fontes","CSI-0006198","Client Feedback","Product"
"CL002624","Dynamo Global","10/5/2021","Alejandra Arroyo","CSI-0006200","Client Feedback","Customer Success"
"CL005138","Payvalida, payments gateway ecuador","7/3/2024","Alejandra Arroyo","CSI-0006202","Client Feedback","Customer Success"
"CL004587","superbets.com","9/5/2023","Karoll Cabrera","CSI-0006204","Client Feedback","Customer Success"
"CL005651","Blooms Trade Inc","6/2/2025","Alejandra Arroyo","CSI-0006205","Client Feedback","Tech"
"CL005660","buentipo panama","6/9/2025","Alejandra Arroyo","CSI-0006206","Client Feedback","Product"
"CL005566","Just Art Media Inc","5/20/2025","Karoll Cabrera","CSI-0006207","Client Feedback","Customer Success"
"CL005685","sellingswag.com","3/1/2025","Karoll Cabrera","CSI-0006208","Client Feedback","Customer Success"
"CL005626","NextStation Chile","4/23/2025","Automated Essentials","CSI-0006209","Client Feedback","Sales"
"CL004014","Elcomplus,INC","12/16/2022","Lucas Arenas","CSI-0006211","Client Feedback","EOR"
"CL003951","Argo Solutions","11/1/2021","Lucas Arenas","CSI-0006213","Client Feedback","EOR"
"CL004742","Icon Management","11/21/2023","Lucas Arenas","CSI-0006215","Client Feedback","EOR"
"CL005319","Picaio","10/23/2024","Lucas Arenas","CSI-0006217","Client Feedback","EOR"
"CL005063","Vendwatch Telematics","5/9/2024","Lucas Arenas","CSI-0006219","Client Feedback","EOR"
"CL005280","Briter Bridges","10/11/2024","Lucas Arenas","CSI-0006221","Client Feedback","EOR"
"CL005556","after30","4/23/2025","Automated Essentials","CSI-0006222","Client Feedback","Customer Success"
"CL005681","cocinas virtuales chile spa","6/17/2025","Automated Essentials","CSI-0006223","Client Feedback","Customer Success"
"CL005667","The Boolchand Group LLC","6/2/2025","Lucas Arenas","CSI-0006224","Client Feedback","Customer Success"
"CL005541","Koin UY","4/19/2025","Lucas Arenas","CSI-0006225","Client Feedback","Customer Success"
"CL001479","Ubank App","1/18/2022","Automated Essentials","CSI-0006227","Client Feedback","Customer Success"
"CL005042","myhousemadrid.com","5/3/2024","Alejandra Arroyo","CSI-0006229","Client Feedback","Product"
"CL005679","Navigamo","6/18/2025","Giuliana Fontes","CSI-0006234","Client Feedback","Customer Success"
"CL000083","Advanced Wellness Inc.","10/13/2021","Automated Essentials","CSI-0006238","Client Feedback","Customer Success"
"CL002475","SERVIAP USA LLC","11/10/2022","Jose Pinto","CSI-0006240","Client Feedback","Customer Success"
"CL002074","Softon Digital","3/1/2022","Jose Pinto","CSI-0006242","Client Feedback","Financial Services"
"CL005066","Elevate Teams","1/10/2024","Jose Pinto","CSI-0006244","Client Feedback","Compliance"
"CL005419","alpha scale talent","1/20/2025","Automated Essentials","CSI-0006246","Client Feedback","Customer Success"
"CL005394","Wireframe Technologies Ltd","1/2/2025","Automated Essentials","CSI-0006248","Client Feedback","Customer Success"
"CL005416","Agents4Future","1/17/2025","Karoll Cabrera","CSI-0006250","Client Feedback","Customer Success"
"CL001961","First Crack the Code","2/17/2022","Automated Essentials","CSI-0006252","Client Feedback","Customer Success"
"CL005624","CODEABLE USA LLC","5/23/2025","Automated Essentials","CSI-0006254","Client Feedback","Customer Success"
"CL002984","Positive Agency | Agencia Digital","5/9/2022","Automated Essentials","CSI-0006260","Client Feedback","Customer Success"
"CL001966","Crack The Code 2","1/19/2022","Automated Essentials","CSI-0006262","Client Feedback","Customer Success"
"CL005102","Blinka","5/27/2024","Automated Essentials","CSI-0006264","Client Feedback","Customer Success"
"CL005530","ARWEB","2/27/2024","Automated Essentials","CSI-0006266","Client Feedback","Customer Success"
"CL005639","Amplo Kaya","1/20/2025","Automated Essentials","CSI-0006268","Client Feedback","Product"
"CL005609","Celeritech","1/28/2022","Automated Essentials","CSI-0006269","Client Feedback","Finance"
"CL005645","ramcolog.com","6/2/2025","Automated Essentials","CSI-0006270","Client Feedback","Finance"
"CL005647","Remoters.me","3/19/2024","Samuel Jimenez","CSI-0006271","Client Feedback","Product"
"CL005642","Virtual Learning Academy","9/11/2023","Joaquin Rocchietti","CSI-0006272","Client Feedback","Customer Success"
"CL004515","EPIC IO Technologies","6/9/2023","Jose Pinto","CSI-0006274","Client Feedback","Financial Services"
"CL005665","Guevara Insurance","6/9/2025","Automated Essentials","CSI-0006275","Client Feedback","Sales"
"CL005663","Onikom","2/23/2022","Alejandra Arroyo","CSI-0006276","Client Feedback","Compliance"
"CL001514","Aqui­ tu Reforma","12/16/2021","Alejandra Arroyo","CSI-0006280","Client Feedback","Customer Success"
"CL005217","Ancient Gaming","10/12/2022","Karoll Cabrera","CSI-0006278","Client Feedback","Customer Success"
"CL003950","Bolt Storage","9/28/2022","Alejandra Arroyo","CSI-0006282","Client Feedback","Customer Success"
"CL005497","Broadview Communities","12/16/2022","Alejandra Arroyo","CSI-0006284","Client Feedback","Customer Success"
"CL002117","Chattigo","11/15/2021","Alejandra Arroyo","CSI-0006286","Client Feedback","Customer Success"
"CL005275","Condor Technical Services (cts.aero)","9/17/2024","Alejandra Arroyo","CSI-0006288","Client Feedback","Customer Success"
"CL002543","Celcom","10/13/2021","Alejandra Arroyo","CSI-0006290","Client Feedback","Customer Success"
"CL000900","DD3 Capital Partners","1/24/2022","Alejandra Arroyo","CSI-0006293","Client Feedback","Customer Success"
"CL004908","ManaTech","2/22/2024","Jose Pinto","CSI-0006294","Client Feedback","Customer Success"
"CL004296","DIGIX","4/12/2022","Alejandra Arroyo","CSI-0006296","Client Feedback","Customer Success"
"CL004406","Dinterweb","7/29/2022","Alejandra Arroyo","CSI-0006298","Client Feedback","Customer Success"
"CL001814","Epidata","10/22/2021","Alejandra Arroyo","CSI-0006300","Client Feedback","Customer Success"
"CL002616","EX2 Outcoding","2/8/2022","Alejandra Arroyo","CSI-0006302","Client Feedback","Customer Success"
"CL003774","FastSpring","8/26/2022","Alejandra Arroyo","CSI-0006304","Client Feedback","Customer Success"
"CL005536","Inselligence","4/8/2025","Alejandra Arroyo","CSI-0006314","Client Feedback","Customer Success"
"CL004581","Femmto","7/27/2023","Alejandra Arroyo","CSI-0006306","Client Feedback","Customer Success"
"CL004845","Foodology Inc","3/1/2022","Alejandra Arroyo","CSI-0006308","Client Feedback","Customer Success"
"CL001328","Homie.mx","12/30/2021","Alejandra Arroyo","CSI-0006310","Client Feedback","Customer Success"
"CL004861","Ikaria Partners","1/15/2024","Alejandra Arroyo","CSI-0006312","Client Feedback","Customer Success"
"CL005033","JBMP Group","4/22/2024","Alejandra Arroyo","CSI-0006316","Client Feedback","Customer Success"
"CL005033","JBMP Group","4/22/2024","Alejandra Arroyo","CSI-0006318","Client Feedback","Customer Success"
"CL002472","KIMCHE","3/31/2022","Alejandra Arroyo","CSI-0006320","Client Feedback","Customer Success"
"CL005101","Linktic","3/4/2022","Alejandra Arroyo","CSI-0006323","Client Feedback","Customer Success"
"CL000704","Netactica","9/28/2021","Alejandra Arroyo","CSI-0006325","Client Feedback","Customer Success"
"CL000465","KIWI CAMPUS INC","8/9/2021","Alejandra Arroyo","CSI-0006327","Client Feedback","Customer Success"
"CL005046","NEW CLOUD TECH","8/8/2024","Alejandra Arroyo","CSI-0006329","Client Feedback","Customer Success"
"CL001756","Nimacloud","1/12/2022","Alejandra Arroyo","CSI-0006332","Client Feedback","Customer Success"
"CL005073","NIMACLOUD SA (Uruguay)","8/6/2024","Alejandra Arroyo","CSI-0006334","Client Feedback","Customer Success"
"CL005073","NIMACLOUD SA (Uruguay)","8/6/2024","Alejandra Arroyo","CSI-0006336","Client Feedback","Customer Success"
"CL003674","OneTeam360","10/5/2022","Alejandra Arroyo","CSI-0006338","Client Feedback","Customer Success"
"CL004674","Protegetuviaje.com","4/5/2022","Alejandra Arroyo","CSI-0006342","Client Feedback","Customer Success"
"CL004375","Pulpomatic SL","6/29/2023","Alejandra Arroyo","CSI-0006344","Client Feedback","Customer Success"
"CL005490","SEEED","5/13/2022","Alejandra Arroyo","CSI-0006346","Client Feedback","Customer Success"
"CL002757","SINAPTIA","5/12/2022","Alejandra Arroyo","CSI-0006348","Client Feedback","Customer Success"
"CL004640","spiky.ai","7/24/2023","Alejandra Arroyo","CSI-0006350","Client Feedback","Customer Success"
"CL002716","Talento Startup","5/11/2022","Alejandra Arroyo","CSI-0006352","Client Feedback","Customer Success"
"CL000758","TURISMOCITY / Fontfield","9/30/2021","Alejandra Arroyo","CSI-0006355","Client Feedback","Customer Success"
"CL005208","Vec Fleet LLC (US)","9/10/2024","Alejandra Arroyo","CSI-0006357","Client Feedback","Customer Success"
"CL004940","Western NY Exteriors","3/11/2024","Alejandra Arroyo","CSI-0006359","Client Feedback","Customer Success"
"CL004889","Workia Uruguay","7/19/2023","Alejandra Arroyo","CSI-0006361","Client Feedback","Customer Success"
"CL005377","Xmarts Group","4/24/2024","Alejandra Arroyo","CSI-0006363","Client Feedback","Customer Success"
"CL004224","Zilke SA","10/8/2023","Alejandra Arroyo","CSI-0006365","Client Feedback","Customer Success"
"CL003601","aulasneo","8/2/2022","Joaquin Rocchietti","CSI-0006369","Client Feedback","Customer Success"
"CL004043","Worldwide BDC LLC","1/4/2023","Joaquin Rocchietti","CSI-0006371","Client Feedback","Customer Success"
"CL004105","Dapta","1/24/2023","Joaquin Rocchietti","CSI-0006373","Client Feedback","Customer Success"
"CL004281","FactorDao","3/24/2023","Automated Essentials","CSI-0006375","Client Feedback","Customer Success"
"CL004638","Get Spanish-speaking Patients","6/6/2023","Joaquin Rocchietti","CSI-0006379","Client Feedback","Customer Success"
"CL004503","Zokyo","7/28/2023","Joaquin Rocchietti","CSI-0006381","Client Feedback","Customer Success"
"CL004517","workandstudy.travel","8/2/2023","Joaquin Rocchietti","CSI-0006383","Client Feedback","Customer Success"
"CL005142","CertiProf","8/15/2023","Joaquin Rocchietti","CSI-0006385","Client Feedback","Customer Success"
"CL005120","Silk Email","12/30/2021","Joaquin Rocchietti","CSI-0006388","Client Feedback","Customer Success"
"CL001281","People Thrust","1/4/2022","Joaquin Rocchietti","CSI-0006390","Client Feedback","Customer Success"
"CL002570","Grupo Mok - Multi Assist","1/7/2022","Joaquin Rocchietti","CSI-0006392","Client Feedback","Customer Success"
"CL003785","Grupo Datco","1/28/2022","Joaquin Rocchietti","CSI-0006394","Client Feedback","Customer Success"
